locale,group,key,value,unicodeCodePoints,utf8Bytes,basis
"fi-FI","names","Quick Selfie","Nopea selfie","12","12","dictionary-candidate"
"fi-FI","names","DoF Mode","Syväterävyys","12","14","canon-exact"
"fi-FI","names","Hand-Rotate","Kierrä käsin","12","14","dictionary-candidate"
"fi-FI","names","Vertical Lock","Pystylukitus","12","12","review-required"
"fi-FI","names","Start Distance","Alkuetäisyys","12","13","review-required"
"fi-FI","names","Show Pins","Näytä merkit","12","14","review-required"
"fi-FI","names","Show Path","Näytä reitti","12","14","dictionary-candidate"
"fi-FI","names","Move","Siirrä käsin","12","14","dictionary-candidate"
"fi-FI","names","Reverse","Edestakaisin","12","12","review-required"
"fi-FI","dynamic","CameraPinDrop","Aseta merkki","12","12","dictionary-candidate"
"fi-FI","dynamic","ZoomInSpeed4","Telenopeus 4","12","12","review-required"
"fi-FI","featureBlanks","104","Telenopeus 1","12","12","review-required"
"fi-FI","featureBlanks","105","Telenopeus 2","12","12","review-required"
"fi-FI","featureBlanks","106","Telenopeus 3","12","12","review-required"
"fi-FI","sensorBlanks","2","APS-C (1.5×)","12","13","standard-identifier"
"fi-FI","sensorBlanks","3","APS-C (1.6×)","12","13","standard-identifier"
"fr-FR","names","Track Self...","Se suivre...","12","12","dictionary-candidate"
"fr-FR","names","Magenta-Green","Magenta-Vert","12","12","dictionary-candidate"
"fr-FR","names","4:5 Portrait","4:5 Portrait","12","12","dictionary-candidate"
"fr-FR","names","Zoom Blur","Flou de zoom","12","12","dictionary-candidate"
"fr-FR","names","Reverse","Aller-retour","12","12","dictionary-candidate"
"fr-FR","sensorBlanks","2","APS-C (1.5×)","12","13","standard-identifier"
"fr-FR","sensorBlanks","3","APS-C (1.6×)","12","13","standard-identifier"
"hu-HU","names","Portrait","Álló tájolás","12","16","review-required"
"hu-HU","names","Display","Megjelenítés","12","14","canon-adapted"
"hu-HU","names","Depth Cute","Lágy mélység","12","15","dictionary-candidate"
"hu-HU","names","Quick Selfie","Gyors szelfi","12","12","dictionary-candidate"
"hu-HU","names","Bokeh Shape","Bokeh alakja","12","12","review-required"
"hu-HU","names","Focus Guide","Fókusz segéd","12","14","canon-exact"
"hu-HU","names","Midtones","Középtónusok","12","15","review-required"
"hu-HU","names","Depth Fog","Mélységi köd","12","15","review-required"
"hu-HU","names","Depth Mode","Mélységi mód","12","15","review-required"
"hu-HU","names","Teleport","Teleportálás","12","14","review-required"
"hu-HU","names","Hand Offset","Kéz eltolása","12","14","review-required"
"hu-HU","names","Full","Minden irány","12","13","review-required"
"hu-HU","sensorBlanks","2","APS-C (1.5×)","12","13","standard-identifier"
"hu-HU","sensorBlanks","3","APS-C (1.6×)","12","13","standard-identifier"
"it-IT","names","Settings","Impostazioni","12","12","canon-adapted"
"it-IT","names","Green Back","Sfondo verde","12","12","dictionary-candidate"
"it-IT","names","Hand-Rotate","Ruota a mano","12","12","dictionary-candidate"
"it-IT","names","Tracking","Inseguimento","12","12","canon-exact"
"it-IT","names","Move Pivot","Sposta perno","12","12","dictionary-candidate"
"it-IT","names","4:3 Classic","4:3 Classico","12","12","dictionary-candidate"
"it-IT","names","1:1 Square","1:1 Quadrato","12","12","dictionary-candidate"
"it-IT","names","4:5 Portrait","4:5 Ritratto","12","12","review-required"
"it-IT","names","Vignette","Vignettatura","12","12","review-required"
"it-IT","sensorBlanks","2","APS-C (1.5×)","12","13","standard-identifier"
"it-IT","sensorBlanks","3","APS-C (1.6×)","12","13","standard-identifier"
"nb-NO","names","Reset","Tilbakestill","12","12","review-required"
"nb-NO","names","Blue Back","Blå bakgrunn","12","13","dictionary-candidate"
"nb-NO","names","Look Up","Rett oppover","12","12","dictionary-candidate"
"nb-NO","names","Look Down","Rett nedover","12","12","dictionary-candidate"
"nb-NO","names","Av Dial","Blenderverdi","12","12","review-required"
"nb-NO","names","Vertical Lock","Vertikal lås","12","13","dictionary-candidate"
"nb-NO","names","Drive Speed","AF-hastighet","12","12","dictionary-candidate"
"nb-NO","names","Responsive","Rask respons","12","12","dictionary-candidate"
"nb-NO","names","Start Distance","Startavstand","12","12","review-required"
"nb-NO","names","4:3 Classic","4:3 Klassisk","12","12","dictionary-candidate"
"nb-NO","names","Vignette","Vignettering","12","12","review-required"
"nb-NO","names","Focus Distance","Fokusavstand","12","12","review-required"
"nb-NO","names","Show Pins","Vis markører","12","13","dictionary-composition"
"nb-NO","sensorBlanks","2","APS-C (1.5×)","12","13","standard-identifier"
"nb-NO","sensorBlanks","3","APS-C (1.6×)","12","13","standard-identifier"
"nl-NL","names","Settings","Instellingen","12","12","canon-exact"
"nl-NL","names","Depth Cool","Koele diepte","12","12","dictionary-candidate"
"nl-NL","names","Enabled","Ingeschakeld","12","12","canon-adapted"
"nl-NL","names","Vibrance","Levendigheid","12","12","adobe-exact"
"nl-NL","names","Start Distance","Beginafstand","12","12","review-required"
"nl-NL","names","Fisheye Lens","Fisheye-lens","12","12","dictionary-candidate"
"nl-NL","names","4:3 Classic","4:3 Klassiek","12","12","review-required"
"nl-NL","names","1:1 Square","1:1 Vierkant","12","12","dictionary-candidate"
"nl-NL","names","Pixelation","Pixelvorming","12","12","review-required"
"nl-NL","names","Vignette","Vignettering","12","12","review-required"
"nl-NL","names","Teleport","Teleporteren","12","12","review-required"
"nl-NL","sensorBlanks","2","APS-C (1.5×)","12","13","standard-identifier"
"nl-NL","sensorBlanks","3","APS-C (1.6×)","12","13","standard-identifier"
"nn-NO","names","Blue Back","Blå bakgrunn","12","13","review-required"
"nn-NO","names","Look Up","Rett oppover","12","12","review-required"
"nn-NO","names","Look Down","Rett nedover","12","12","review-required"
"nn-NO","names","Av Dial","Blendarverdi","12","12","dictionary-composition"
"nn-NO","names","Vertical Lock","Loddrett lås","12","13","review-required"
"nn-NO","names","Responsive","Rask respons","12","12","review-required"
"nn-NO","names","Smooth Rotate","Jamn dreiing","12","12","review-required"
"nn-NO","names","Magenta-Green","Magenta-Grøn","12","13","review-required"
"nn-NO","names","Start Distance","Startavstand","12","12","review-required"
"nn-NO","names","4:3 Classic","4:3 Klassisk","12","12","review-required"
"nn-NO","names","Vignette","Vignettering","12","12","review-required"
"nn-NO","names","Focus Distance","Fokusavstand","12","12","education-composition"
"nn-NO","names","Zone Size","Sonestorleik","12","12","review-required"
"nn-NO","names","Zone Softness","Sonemjukleik","12","12","dictionary-composition"
"nn-NO","names","Show Pins","Vis markørar","12","13","dictionary-composition"
"nn-NO","dynamic","WorldDrop","Fest i verda","12","12","review-required"
"nn-NO","sensorBlanks","2","APS-C (1.5×)","12","13","standard-identifier"
"nn-NO","sensorBlanks","3","APS-C (1.6×)","12","13","standard-identifier"
"pl-PL","names","Advanced","Zaawansowane","12","12","review-required"
"pl-PL","names","Display","Wyświetlanie","12","13","canon-exact"
"pl-PL","names","Track Self","Śledź siebie","12","14","review-required"
"pl-PL","names","Picture Style","Styl obrazów","12","13","canon-exact"
"pl-PL","names","White Bal.","Balans bieli","12","12","canon-exact"
"pl-PL","names","Operation","Działanie AF","12","13","canon-exact"
"pl-PL","names","Smooth Rotate","Płynny obrót","12","14","review-required"
"pl-PL","names","Intensity","Intensywność","12","14","adobe-exact"
"pl-PL","names","9:16 Vertical","9:16 Pionowy","12","12","review-required"
"pl-PL","names","Pixelation","Pikselizacja","12","12","review-required"
"pl-PL","names","Dither","Roztrząsanie","12","13","review-required"
"pl-PL","names","Posterize","Posteryzacja","12","12","adobe-exact"
"pl-PL","names","Vignette","Winietowanie","12","12","review-required"
"pl-PL","names","Spread","Rozproszenie","12","12","review-required"
"pl-PL","names","Hide Self","Ukryj siebie","12","12","review-required"
"pl-PL","names","Dolly","Jazda kamery","12","12","review-required"
"pl-PL","names","Show Numbers","Pokaż numery","12","13","review-required"
"pl-PL","names","Duration","Czas trwania","12","12","review-required"
"pl-PL","dynamic","CameraPin","Znacznik {0}","12","12","review-required"
"pl-PL","sensorBlanks","2","APS-C (1.5×)","12","13","standard-identifier"
"pl-PL","sensorBlanks","3","APS-C (1.6×)","12","13","standard-identifier"
"pt-PT","names","Display","Apresentação","12","14","canon-exact"
"pt-PT","names","Move Camera","Mover câmara","12","13","dictionary-candidate"
"pt-PT","names","Drop Pivot","Colocar pivô","12","13","dictionary-candidate"
"pt-PT","names","4:3 Classic","4:3 Clássico","12","13","dictionary-candidate"
"pt-PT","names","1:1 Square","1:1 Quadrado","12","12","dictionary-candidate"
"pt-PT","names","Posterize","Posterização","12","14","review-required"
"pt-PT","names","Drop (Reset to Hand)","Voltar à mão","12","14","dictionary-candidate"
"pt-PT","names","Reset to Hand","Voltar à mão","12","14","dictionary-candidate"
"pt-PT","dynamic","CameraPin","Marcador {0}","12","12","dictionary-candidate"
"pt-PT","sensorBlanks","2","APS-C (1.5×)","12","13","standard-identifier"
"pt-PT","sensorBlanks","3","APS-C (1.6×)","12","13","standard-identifier"
"ro-RO","names","Green Back","Fundal verde","12","12","dictionary-candidate"
"ro-RO","names","Quick Selfie","Selfie rapid","12","12","dictionary-candidate"
"ro-RO","names","Move Pivot","Mutare pivot","12","12","dictionary-candidate"
"ro-RO","names","Midtones","Tonuri medii","12","12","review-required"
"ro-RO","names","Brightness","Luminozitate","12","12","canon-exact"
"ro-RO","names","Hand Offset","Decalaj mână","12","14","dictionary-candidate"
"ro-RO","sensorBlanks","2","APS-C (1.5×)","12","13","standard-identifier"
"ro-RO","sensorBlanks","3","APS-C (1.6×)","12","13","standard-identifier"
"ru-RU","names","Tracking","Отслеживание","12","24","canon-exact"
"ru-RU","names","Saturation","Насыщенность","12","24","canon-exact"
"ru-RU","names","Midtones","Средние тона","12","23","dictionary-candidate"
"ru-RU","names","Pixelation","Пикселизация","12","24","review-required"
"ru-RU","names","Block Size","Размер блока","12","23","dictionary-candidate"
"ru-RU","names","Posterize","Постеризация","12","24","review-required"
"ru-RU","names","Teleport","Телепортация","12","24","review-required"
"ru-RU","names","Duration","Длительность","12","24","review-required"
"ru-RU","sensorBlanks","2","APS-C (1.5×)","12","13","standard-identifier"
"ru-RU","sensorBlanks","3","APS-C (1.6×)","12","13","standard-identifier"
"sv-SE","names","Blue Back","Blå bakgrund","12","13","dictionary-candidate"
"sv-SE","names","Quick Selfie","Snabb selfie","12","12","dictionary-candidate"
"sv-SE","names","Av Dial","Bländarvärde","12","14","canon-exact"
"sv-SE","names","Move Focus","Flytta fokus","12","12","dictionary-candidate"
"sv-SE","names","Drive Speed","AF-hastighet","12","12","canon-exact"
"sv-SE","names","Locked-on","Behåll motiv","12","13","canon-adapted"
"sv-SE","names","Magenta-Green","Magenta-Grön","12","13","dictionary-candidate"
"sv-SE","names","Start Distance","Startavstånd","12","13","review-required"
"sv-SE","names","4:3 Classic","4:3 Klassisk","12","12","review-required"
"sv-SE","names","Block Size","Blockstorlek","12","12","review-required"
"sv-SE","names","Vignette","Vinjettering","12","12","review-required"
"sv-SE","names","Dolly","Kameraåkning","12","13","review-required"
"sv-SE","sensorBlanks","2","APS-C (1.5×)","12","13","standard-identifier"
"sv-SE","sensorBlanks","3","APS-C (1.6×)","12","13","standard-identifier"
"th-TH","names","Look At Feet","หันไปที่เท้า","12","36","review-required"
"th-TH","names","Track Self","ติดตามตัวเอง","12","36","review-required"
"th-TH","names","Increase","หรี่รูรับแสง","12","36","canon-adapted"
"th-TH","names","Decrease","เปิดรูรับแสง","12","36","canon-exact"
"th-TH","names","Sensor Type","ขนาดเซนเซอร์","12","36","review-required"
"th-TH","names","Drone Speed","ความเร็วโดรน","12","36","review-required"
"th-TH","names","Focus Guide","ตัวช่วยโฟกัส","12","36","canon-exact"
"th-TH","names","Color Grading","การปรับโทนสี","12","36","review-required"
"th-TH","names","Start Distance","ระยะเริ่มต้น","12","36","review-required"
"th-TH","names","16:9 Widescreen","16:9 จอกว้าง","12","26","review-required"
"th-TH","names","9:16 Vertical","9:16 แนวตั้ง","12","26","dictionary-candidate"
"th-TH","names","Aspect Ratio","อัตราส่วนภาพ","12","36","canon-exact"
"th-TH","names","Rotate With Avatar","หมุนตามอวตาร","12","36","review-required"
"th-TH","sensorBlanks","2","APS-C (1.5×)","12","13","standard-identifier"
"th-TH","sensorBlanks","3","APS-C (1.6×)","12","13","standard-identifier"
"tr-TR","names","Show/Hide","Göster/Gizle","12","13","dictionary-candidate"
"tr-TR","names","Look Down","Aşağı yönelt","12","16","dictionary-candidate"
"tr-TR","names","Decrease","Diyaframı aç","12","14","canon-adapted"
"tr-TR","names","EV Dial","Poz Telafisi","12","12","canon-exact"
"tr-TR","names","Focus Guide","Odak Rehberi","12","12","canon-exact"
"tr-TR","names","One-Shot AF","Tek Çekim AF","12","13","canon-exact"
"tr-TR","names","Chromatic Aberration","Renk sapması","12","13","canon-adapted"
"tr-TR","names","Posterize","Posterleştir","12","13","adobe-exact"
"tr-TR","names","Aspect Ratio","En/Boy Oranı","12","13","canon-adapted"
"tr-TR","names","Center X","Yatay merkez","12","12","dictionary-candidate"
"tr-TR","names","Center Y","Dikey merkez","12","12","dictionary-candidate"
"tr-TR","names","Focus Zone","Odak bölgesi","12","13","dictionary-candidate"
"tr-TR","names","Zone Size","Bölge boyutu","12","13","dictionary-candidate"
"tr-TR","names","Drop (Reset to Hand)","Ele geri dön","12","13","dictionary-candidate"
"tr-TR","names","Reset to Hand","Ele geri dön","12","13","dictionary-candidate"
"tr-TR","sensorBlanks","2","APS-C (1.5×)","12","13","standard-identifier"
